Datetime,Timestamp,Nº de partículas,Temp Sensor,Temp cabezal derecho,Temp cabezal izquierdo,Corriente Calentador,Intensidad,Precipitacion,Reflectividad,Estado Sensor,MissingData,Precip_Active,Precip_Event
2025-01-08 08:50:01,1736337001.0,,,,,,0.086,28.28,9.312,0.0,False,True,2
2025-01-08 08:58:01,1736337481.0,,,,,,0.317,28.28,21.141,0.0,False,True,2
2025-01-08 08:59:01,1736337541.0,,,,,,0.353,28.29,21.083,0.0,False,True,2
2025-01-08 09:00:01,1736337601.0,,,,,,1.148,28.31,26.491,0.0,False,True,2
2025-01-08 09:05:01,1736337901.0,,,,,,1.736,28.45,26.698,0.0,False,True,2
2025-01-08 09:06:01,1736337961.0,,,,,,2.692,28.49,30.019,0.0,False,True,2
2025-01-08 09:07:01,1736338021.0,,,,,,1.334,28.52,25.104,0.0,False,True,2
2025-01-08 09:08:01,1736338081.0,,,,,,0.895,28.53,22.013,0.0,False,True,2
2025-01-08 09:09:01,1736338141.0,,,,,,0.507,28.54,19.363,0.0,False,True,2
2025-01-08 09:14:01,1736338441.0,,,,,,0.05,28.54,6.845,0.0,False,True,2
2025-01-08 09:15:01,1736338501.0,,,,,,0.377,28.55,17.963,0.0,False,True,2
2025-01-08 09:16:01,1736338561.0,,,,,,0.889,28.56,23.37,0.0,False,True,2
2025-01-08 09:17:01,1736338621.0,,,,,,0.737,28.57,23.145,0.0,False,True,2
2025-01-08 09:18:01,1736338681.0,,,,,,0.577,28.58,21.127,0.0,False,True,2
2025-01-08 09:25:01,1736339101.0,,,,,,0.938,28.77,31.502,0.0,False,True,2
2025-01-08 09:26:01,1736339161.0,,,,,,1.859,28.8,34.541,0.0,False,True,2
2025-01-08 09:27:01,1736339221.0,,,,,,2.856,28.85,37.826,0.0,False,True,2
2025-01-08 09:28:01,1736339281.0,,,,,,2.211,28.88,32.969,0.0,False,True,2
2025-01-08 09:29:01,1736339341.0,,,,,,0.732,28.9,25.855,0.0,False,True,2
2025-01-08 09:30:01,1736339401.0,,,,,,0.577,28.91,24.111,0.0,False,True,2
2025-01-08 09:31:01,1736339461.0,,,,,,0.491,28.91,24.483,0.0,False,True,2
2025-01-08 09:32:01,1736339521.0,,,,,,0.338,28.92,20.067,0.0,False,True,2
2025-01-08 09:33:01,1736339581.0,,,,,,0.72,28.93,26.622,0.0,False,True,2
2025-01-08 09:34:01,1736339641.0,,,,,,0.358,28.94,26.664,0.0,False,True,2
2025-01-08 09:35:01,1736339701.0,,,,,,0.506,28.95,23.504,0.0,False,True,2
2025-01-08 09:36:01,1736339761.0,,,,,,0.292,28.95,20.517,0.0,False,True,2
2025-01-08 09:37:01,1736339821.0,,,,,,0.479,28.96,21.64,0.0,False,True,2
2025-01-08 09:38:01,1736339881.0,,,,,,0.503,28.97,23.878,0.0,False,True,2
2025-01-08 09:39:01,1736339941.0,,,,,,0.3,28.97,19.775,0.0,False,True,2
2025-01-08 09:40:01,1736340001.0,,,,,,0.31,28.98,21.254,0.0,False,True,2
2025-01-08 09:41:01,1736340061.0,,,,,,0.793,28.99,26.658,0.0,False,True,2
2025-01-08 09:42:01,1736340121.0,,,,,,0.894,29.01,29.763,0.0,False,True,2
2025-01-08 09:43:01,1736340181.0,,,,,,0.679,29.02,25.407,0.0,False,True,2
2025-01-08 09:44:01,1736340241.0,,,,,,0.506,29.03,23.383,0.0,False,True,2
2025-01-08 09:48:01,1736340481.0,,,,,,0.686,29.07,25.65,0.0,False,True,2
2025-01-08 09:49:01,1736340541.0,,,,,,1.045,29.09,27.859,0.0,False,True,2
2025-01-08 09:50:01,1736340601.0,,,,,,0.972,29.1,27.596,0.0,False,True,2
2025-01-08 09:51:01,1736340661.0,,,,,,0.663,29.12,25.275,0.0,False,True,2
2025-01-08 09:52:01,1736340721.0,,,,,,0.523,29.12,21.54,0.0,False,True,2
2025-01-08 09:53:01,1736340781.0,,,,,,0.495,29.13,21.078,0.0,False,True,2
2025-01-08 09:54:01,1736340841.0,,,,,,0.91,29.15,24.407,0.0,False,True,2
2025-01-08 09:55:01,1736340901.0,,,,,,0.721,29.16,22.292,0.0,False,True,2
2025-01-08 09:56:01,1736340961.0,,,,,,0.606,29.17,22.519,0.0,False,True,2
2025-01-08 09:57:01,1736341021.0,,,,,,0.662,29.18,21.493,0.0,False,True,2
2025-01-08 09:58:01,1736341081.0,,,,,,0.847,29.19,23.455,0.0,False,True,2
2025-01-08 09:59:01,1736341141.0,,,,,,1.204,29.21,25.92,0.0,False,True,2
2025-01-08 10:00:01,1736341201.0,,,,,,1.31,29.24,25.337,0.0,False,True,2
2025-01-08 10:06:01,1736341561.0,,,,,,0.233,29.3,14.588,0.0,False,True,2
2025-01-08 10:07:01,1736341621.0,,,,,,0.942,29.32,25.167,0.0,False,True,2
2025-01-08 10:08:01,1736341681.0,,,,,,1.825,29.35,28.043,0.0,False,True,2
2025-01-08 10:09:01,1736341741.0,,,,,,0.991,29.37,24.723,0.0,False,True,2
2025-01-08 10:11:01,1736341861.0,,,,,,1.656,29.41,26.576,0.0,False,True,2
2025-01-08 10:12:01,1736341921.0,,,,,,1.403,29.43,26.947,0.0,False,True,2
2025-01-08 10:13:01,1736341981.0,,,,,,1.682,29.46,27.358,0.0,False,True,2
2025-01-08 10:14:01,1736342041.0,,,,,,0.875,29.48,23.422,0.0,False,True,2
2025-01-08 10:15:01,1736342101.0,,,,,,0.444,29.48,19.888,0.0,False,True,2
2025-01-08 10:16:01,1736342161.0,,,,,,0.656,29.5,23.679,0.0,False,True,2
2025-01-08 10:17:01,1736342221.0,,,,,,0.327,29.5,20.067,0.0,False,True,2
2025-01-08 10:21:01,1736342461.0,,,,,,0.921,29.54,24.458,0.0,False,True,2
2025-01-08 10:22:01,1736342521.0,,,,,,1.806,29.57,32.758,0.0,False,True,2
2025-01-08 10:23:01,1736342581.0,,,,,,3.63,29.63,35.936,0.0,False,True,2
2025-01-08 10:24:01,1736342641.0,,,,,,1.961,29.66,31.716,0.0,False,True,2
2025-01-08 10:25:01,1736342701.0,,,,,,1.706,29.69,29.245,0.0,False,True,2
2025-01-08 10:26:01,1736342761.0,,,,,,0.442,29.7,18.59,0.0,False,True,2
2025-01-08 10:27:01,1736342821.0,,,,,,0.603,29.71,21.545,0.0,False,True,2
2025-01-08 10:28:01,1736342881.0,,,,,,0.203,29.71,13.313,0.0,False,True,2
2025-01-08 10:29:01,1736342941.0,,,,,,0.372,29.72,16.645,0.0,False,True,2
2025-01-08 10:30:01,1736343001.0,,,,,,0.181,29.72,12.614,0.0,False,True,2
2025-01-08 10:31:01,1736343061.0,,,,,,0.034,29.72,3.337,0.0,False,True,2
