Datetime,Timestamp,Nº de partículas,Temp Sensor,Temp cabezal derecho,Temp cabezal izquierdo,Corriente Calentador,Intensidad,Precipitacion,Reflectividad,Estado Sensor,MissingData,Precip_Active,Precip_Event
2025-01-06 22:42:01,1736214121.0,,,,,,5.55,16.76,48.519,0.0,False,True,1
2025-01-06 22:43:01,1736214181.0,,,,,,1.48,16.79,35.54,0.0,False,True,1
2025-01-06 22:44:01,1736214241.0,,,,,,3.092,16.84,38.25,0.0,False,True,1
2025-01-06 22:45:01,1736214301.0,,,,,,12.371,17.04,45.228,0.0,False,True,1
2025-01-06 22:46:01,1736214361.0,,,,,,26.535,17.49,52.823,0.0,False,True,1
2025-01-06 22:47:01,1736214421.0,,,,,,17.034,17.78,45.333,0.0,False,True,1
2025-01-06 22:48:01,1736214481.0,,,,,,21.115,18.13,45.413,0.0,False,True,1
2025-01-06 22:49:01,1736214541.0,,,,,,35.974,18.73,49.396,0.0,False,True,1
2025-01-06 22:50:01,1736214601.0,,,,,,24.061,19.13,46.572,0.0,False,True,1
2025-01-06 22:51:01,1736214661.0,,,,,,19.225,19.45,45.541,0.0,False,True,1
2025-01-06 22:52:01,1736214721.0,,,,,,34.008,20.02,47.486,0.0,False,True,1
2025-01-06 22:53:01,1736214781.0,,,,,,37.319,20.64,50.147,0.0,False,True,1
2025-01-06 22:54:01,1736214841.0,,,,,,47.213,21.43,51.165,0.0,False,True,1
2025-01-06 22:55:01,1736214901.0,,,,,,27.873,21.89,47.075,0.0,False,True,1
2025-01-06 22:56:01,1736214961.0,,,,,,10.781,22.07,41.519,0.0,False,True,1
2025-01-06 22:57:01,1736215021.0,,,,,,9.054,22.22,40.253,0.0,False,True,1
2025-01-06 22:58:01,1736215081.0,,,,,,9.541,22.38,41.198,0.0,False,True,1
2025-01-06 22:59:01,1736215141.0,,,,,,11.167,22.57,42.046,0.0,False,True,1
2025-01-06 23:00:01,1736215201.0,,,,,,14.699,22.81,44.046,0.0,False,True,1
2025-01-06 23:01:01,1736215261.0,,,,,,8.626,22.96,40.421,0.0,False,True,1
2025-01-06 23:02:01,1736215321.0,,,,,,8.581,23.1,39.544,0.0,False,True,1
2025-01-06 23:06:01,1736215561.0,,,,,,5.58,23.56,34.611,0.0,False,True,1
