Datetime,Timestamp,Nº de partículas,Temp Sensor,Temp cabezal derecho,Temp cabezal izquierdo,Corriente Calentador,Intensidad,Precipitacion,Reflectividad,Estado Sensor,MissingData,Precip_Active,Precip_Event
2025-01-02 11:44:00,1735829040.0,27.0,29.0,33.0,31.0,0.0,24.059,25.78,58.029,0.0,False,True,1
2025-01-02 12:16:00,1735830960.0,9.0,28.0,32.0,30.0,0.0,0.467,25.78,29.017,0.0,False,True,1
2025-01-02 12:20:00,1735831200.0,12.0,28.0,32.0,31.0,0.0,0.462,25.79,32.319,0.0,False,True,1
2025-01-02 14:10:00,1735837800.0,34.0,30.0,28.0,28.0,2.0,0.312,25.8,21.35,0.0,False,True,1
2025-01-02 14:11:00,1735837860.0,25.0,30.0,28.0,28.0,2.0,0.405,25.8,22.626,0.0,False,True,1
2025-01-02 14:12:00,1735837920.0,58.0,30.0,27.0,28.0,2.0,0.77,25.82,24.778,0.0,False,True,1
2025-01-02 14:13:00,1735837980.0,88.0,30.0,27.0,27.0,2.0,1.037,25.83,25.723,0.0,False,True,1
2025-01-02 14:14:00,1735838040.0,101.0,29.0,26.0,27.0,2.0,1.362,25.86,28.857,0.0,False,True,1
2025-01-02 14:15:00,1735838100.0,174.0,28.0,25.0,26.0,2.0,1.984,25.89,29.034,0.0,False,True,1
2025-01-02 14:16:00,1735838160.0,177.0,28.0,25.0,25.0,2.0,1.817,25.92,27.733,0.0,False,True,1
2025-01-02 14:17:00,1735838220.0,152.0,27.0,24.0,25.0,2.0,1.197,25.94,25.001,0.0,False,True,1
2025-01-02 14:18:00,1735838280.0,153.0,27.0,23.0,24.0,2.0,0.896,25.96,22.45,0.0,False,True,1
2025-01-02 14:19:00,1735838340.0,116.0,26.0,23.0,24.0,2.0,0.47,25.96,18.229,0.0,False,True,1
2025-01-02 14:20:00,1735838400.0,97.0,26.0,23.0,23.0,2.0,0.383,25.97,18.096,0.0,False,True,1
2025-01-02 14:21:00,1735838460.0,142.0,26.0,22.0,23.0,2.0,0.664,25.98,20.87,0.0,False,True,1
2025-01-02 14:22:00,1735838520.0,152.0,26.0,22.0,23.0,2.0,0.554,25.99,18.688,0.0,False,True,1
2025-01-02 14:23:00,1735838580.0,111.0,25.0,22.0,22.0,2.0,0.404,26.0,18.707,0.0,False,True,1
2025-01-02 14:24:00,1735838640.0,142.0,25.0,21.0,22.0,2.0,0.588,26.01,20.435,0.0,False,True,1
2025-01-02 14:25:00,1735838700.0,80.0,25.0,21.0,22.0,2.0,0.212,26.01,13.777,0.0,False,True,1
2025-01-02 14:26:00,1735838760.0,98.0,25.0,21.0,22.0,2.0,0.153,26.01,10.434,0.0,False,True,1
2025-01-02 14:33:00,1735839180.0,17.0,26.0,23.0,23.0,2.0,0.251,26.02,19.029,0.0,False,True,1
2025-01-02 14:34:00,1735839240.0,51.0,26.0,23.0,24.0,2.0,0.398,26.03,20.07,0.0,False,True,1
2025-01-02 14:35:00,1735839300.0,56.0,26.0,24.0,24.0,2.0,0.258,26.03,15.814,0.0,False,True,1
2025-01-02 14:36:00,1735839360.0,56.0,26.0,24.0,24.0,2.0,0.19,26.03,12.945,0.0,False,True,1
2025-01-02 14:37:00,1735839420.0,49.0,27.0,24.0,25.0,2.0,0.154,26.04,13.586,0.0,False,True,1
2025-01-02 14:38:00,1735839480.0,39.0,27.0,25.0,25.0,2.0,0.126,26.04,13.809,0.0,False,True,1
2025-01-02 14:39:00,1735839540.0,33.0,27.0,25.0,26.0,2.0,0.117,26.04,13.065,0.0,False,True,1
2025-01-02 16:10:00,1735845000.0,28.0,27.0,25.0,25.0,2.0,0.241,26.04,18.178,0.0,False,True,1
2025-01-02 16:11:00,1735845060.0,40.0,26.0,24.0,24.0,2.0,0.267,26.05,17.62,0.0,False,True,1
2025-01-02 16:12:00,1735845120.0,45.0,26.0,24.0,24.0,2.0,0.299,26.05,18.833,0.0,False,True,1
2025-01-02 16:13:00,1735845180.0,68.0,26.0,24.0,24.0,2.0,0.506,26.06,23.03,0.0,False,True,1
2025-01-02 16:14:00,1735845240.0,208.0,25.0,23.0,23.0,2.0,7.608,26.19,41.628,0.0,False,True,1
2025-01-02 16:15:00,1735845300.0,404.0,24.0,23.0,23.0,2.0,11.895,26.39,41.901,0.0,False,True,1
2025-01-02 16:16:00,1735845360.0,261.0,23.0,22.0,22.0,2.0,4.489,26.46,35.217,0.0,False,True,1
2025-01-02 16:17:00,1735845420.0,103.0,22.0,22.0,22.0,2.0,0.352,26.47,18.844,0.0,False,True,1
2025-01-02 16:18:00,1735845480.0,56.0,22.0,21.0,21.0,2.0,0.11,26.47,9.957,0.0,False,True,1
2025-01-02 16:19:00,1735845540.0,45.0,22.0,21.0,21.0,2.0,0.119,26.47,13.106,0.0,False,True,1
2025-01-02 16:20:00,1735845600.0,32.0,22.0,20.0,21.0,2.0,0.082,26.48,10.62,0.0,False,True,1
