Datetime,Timestamp,Nº de partículas,Temp Sensor,Temp cabezal derecho,Temp cabezal izquierdo,Corriente Calentador,Intensidad,Precipitacion,Reflectividad,Estado Sensor,MissingData,Precip_Active,Precip_Event
2025-01-08 16:20:00,1736364000.0,18.0,24.0,23.0,23.0,2.0,0.458,8.97,26.319,0.0,False,True,3
2025-01-08 16:21:00,1736364060.0,31.0,23.0,23.0,23.0,2.0,0.562,8.98,25.659,0.0,False,True,3
2025-01-08 16:22:00,1736364120.0,28.0,23.0,23.0,23.0,2.0,0.512,8.99,24.639,0.0,False,True,3
2025-01-08 16:23:00,1736364180.0,42.0,23.0,22.0,23.0,2.0,1.757,9.02,35.509,0.0,False,True,3
2025-01-08 16:24:00,1736364240.0,100.0,23.0,22.0,22.0,2.0,4.382,9.09,40.73,0.0,False,True,3
2025-01-08 16:25:00,1736364300.0,217.0,22.0,22.0,22.0,2.0,8.749,9.24,44.659,0.0,False,True,3
2025-01-08 16:26:00,1736364360.0,285.0,21.0,21.0,21.0,2.0,17.325,9.52,48.87,0.0,False,True,3
2025-01-08 16:27:00,1736364420.0,332.0,20.0,21.0,21.0,2.0,23.226,9.92,50.633,0.0,False,True,3
2025-01-08 16:28:00,1736364480.0,450.0,19.0,20.0,20.0,2.0,27.606,10.38,50.237,0.0,False,True,3
2025-01-08 16:29:00,1736364540.0,443.0,19.0,20.0,20.0,2.0,23.748,10.77,48.999,0.0,False,True,3
2025-01-08 16:30:00,1736364600.0,431.0,19.0,19.0,20.0,2.0,17.219,11.06,46.583,0.0,False,True,3
2025-01-08 16:31:00,1736364660.0,246.0,18.0,19.0,19.0,2.0,5.227,11.15,37.413,0.0,False,True,3
2025-01-08 16:32:00,1736364720.0,172.0,18.0,19.0,19.0,2.0,3.475,11.21,37.405,0.0,False,True,3
2025-01-08 16:33:00,1736364780.0,163.0,18.0,19.0,19.0,2.0,3.808,11.27,38.001,0.0,False,True,3
2025-01-08 16:34:00,1736364840.0,163.0,18.0,19.0,19.0,2.0,4.287,11.34,38.389,0.0,False,True,3
2025-01-08 16:35:00,1736364900.0,134.0,18.0,19.0,19.0,2.0,3.739,11.41,38.236,0.0,False,True,3
2025-01-08 16:36:00,1736364960.0,131.0,18.0,19.0,19.0,2.0,3.463,11.46,36.011,0.0,False,True,3
2025-01-08 16:37:00,1736365020.0,146.0,18.0,19.0,19.0,2.0,2.568,11.51,33.153,0.0,False,True,3
2025-01-08 16:38:00,1736365080.0,124.0,18.0,19.0,19.0,2.0,2.65,11.55,33.576,0.0,False,True,3
2025-01-08 16:39:00,1736365140.0,110.0,18.0,19.0,19.0,2.0,2.446,11.59,32.487,0.0,False,True,3
2025-01-08 16:40:00,1736365200.0,70.0,18.0,19.0,19.0,2.0,1.585,11.62,32.333,0.0,False,True,3
2025-01-08 16:41:00,1736365260.0,80.0,18.0,19.0,19.0,2.0,2.08,11.65,34.452,0.0,False,True,3
2025-01-08 16:42:00,1736365320.0,60.0,18.0,19.0,19.0,2.0,1.066,11.67,29.06,0.0,False,True,3
2025-01-08 16:43:00,1736365380.0,110.0,18.0,19.0,19.0,2.0,1.229,11.69,27.547,0.0,False,True,3
2025-01-08 16:44:00,1736365440.0,101.0,17.0,19.0,19.0,2.0,1.387,11.72,29.506,0.0,False,True,3
2025-01-08 16:45:00,1736365500.0,93.0,17.0,18.0,18.0,2.0,1.196,11.74,27.972,0.0,False,True,3
