Datetime,Timestamp,Nº de partículas,Temp Sensor,Temp cabezal derecho,Temp cabezal izquierdo,Corriente Calentador,Intensidad,Precipitacion,Reflectividad,Estado Sensor,MissingData,Precip_Active,Precip_Event
2025-01-06 23:40:00,1736217600.0,12.0,18.0,19.0,19.0,2.0,0.249,0.0,24.422,0.0,False,True,2
2025-01-06 23:41:00,1736217660.0,21.0,18.0,18.0,18.0,2.0,0.592,0.01,27.336,0.0,False,True,2
2025-01-06 23:42:00,1736217720.0,30.0,17.0,18.0,18.0,2.0,0.807,0.02,29.632,0.0,False,True,2
2025-01-06 23:43:00,1736217780.0,21.0,17.0,18.0,18.0,2.0,0.411,0.03,25.86,0.0,False,True,2
2025-01-06 23:44:00,1736217840.0,51.0,17.0,17.0,17.0,2.0,0.851,0.04,27.99,0.0,False,True,2
2025-01-06 23:45:00,1736217900.0,39.0,16.0,17.0,17.0,2.0,1.104,0.06,30.052,0.0,False,True,2
2025-01-06 23:46:00,1736217960.0,40.0,16.0,17.0,17.0,2.0,0.755,0.08,27.341,0.0,False,True,2
2025-01-06 23:47:00,1736218020.0,40.0,15.0,16.0,17.0,2.0,0.507,0.08,23.204,0.0,False,True,2
2025-01-06 23:48:00,1736218080.0,61.0,15.0,16.0,16.0,2.0,0.795,0.1,26.124,0.0,False,True,2
2025-01-06 23:49:00,1736218140.0,85.0,15.0,16.0,16.0,2.0,0.749,0.11,24.481,0.0,False,True,2
2025-01-06 23:50:00,1736218200.0,68.0,15.0,16.0,16.0,2.0,0.445,0.12,21.084,0.0,False,True,2
2025-01-06 23:51:00,1736218260.0,71.0,14.0,16.0,16.0,2.0,0.559,0.13,24.355,0.0,False,True,2
2025-01-06 23:52:00,1736218320.0,101.0,14.0,15.0,16.0,2.0,0.99,0.14,27.578,0.0,False,True,2
2025-01-06 23:53:00,1736218380.0,95.0,14.0,15.0,15.0,2.0,1.245,0.16,29.887,0.0,False,True,2
2025-01-06 23:54:00,1736218440.0,113.0,14.0,15.0,15.0,2.0,0.974,0.18,27.043,0.0,False,True,2
2025-01-06 23:55:00,1736218500.0,237.0,14.0,15.0,15.0,2.0,2.738,0.23,34.453,0.0,False,True,2
2025-01-06 23:56:00,1736218560.0,240.0,14.0,15.0,15.0,2.0,1.829,0.26,30.062,0.0,False,True,2
2025-01-06 23:57:00,1736218620.0,293.0,14.0,15.0,15.0,2.0,1.77,0.29,29.311,0.0,False,True,2
2025-01-06 23:58:00,1736218680.0,308.0,14.0,15.0,15.0,2.0,2.762,0.33,34.598,0.0,False,True,2
2025-01-06 23:59:00,1736218740.0,375.0,13.0,15.0,15.0,2.0,3.105,0.38,32.83,0.0,False,True,2
